Тип;Группа;Фаза / набор фаз;Точка;Состав, доля;Состав, ат.%;Температура, K;Температура, °C
Граница фазовой области;37;FCC_A1;3;0.23363002612281292;23.363002612281292;1511.9295917585027;1238.7795917585026
Граница фазовой области;37;FCC_A1;4;0.2323200175289701;23.23200175289701;1491.9295917585027;1218.7795917585026
Граница фазовой области;37;FCC_A1;5;0.22992549764571776;22.992549764571777;1451.9295917585027;1178.7795917585026
Граница фазовой области;37;FCC_A1;6;0.22730649890362328;22.73064989036233;1401.9295917585027;1128.7795917585026
Граница фазовой области;37;FCC_A1;7;0.2250665829585256;22.50665829585256;1351.9295917585027;1078.7795917585026
Граница фазовой области;37;FCC_A1;8;0.22320995386077278;22.32099538607728;1301.9295917585027;1028.7795917585026
Граница фазовой области;37;FCC_A1;9;0.22179068274536126;22.179068274536125;1251.9295917585027;978.7795917585028
Граница фазовой области;37;FCC_A1;10;0.220912656470332;22.0912656470332;1201.9295917585027;928.7795917585028
Граница фазовой области;37;FCC_A1;11;0.2207049782348686;22.07049782348686;1172.743783900993;899.5937839009931
Граница фазовой области;38;FCC_A1;1;0.23466747006252867;23.466747006252866;1526.9295917585027;1253.7795917585026
Граница фазовой области;38;FCC_A1;2;0.23666714312596807;23.666714312596806;1523.2919986267138;1250.1419986267138
Граница фазовой области;38;FCC_A1;3;0.24066714311934934;24.066714311934934;1515.7541306643311;1242.604130664331
Граница фазовой области;38;FCC_A1;4;0.24866714311011284;24.866714311011286;1499.5363998828457;1226.3863998828456
Граница фазовой области;38;FCC_A1;5;0.2646671431079938;26.46671431079938;1461.646778208457;1188.4967782084568
Граница фазовой области;38;FCC_A1;6;0.28466714310726454;28.466714310726456;1400.3574492397515;1127.2074492397514
Граница фазовой области;38;FCC_A1;7;0.29718802833052166;29.718802833052166;1350.3574492397515;1077.2074492397514
Инвариантное пересечение;1;GAMMA_PRIME + LIQUID;1;0.2265701376036681;22.65701376036681;1611.1837360882405;1338.0337360882404
Инвариантное пересечение;1;FCC_A1 + GAMMA_PRIME;1;0.21853213328644694;21.853213328644692;1611.1837360882405;1338.0337360882404
Инвариантное пересечение;1;GAMMA_PRIME + LIQUID;1;0.22657013760366812;22.657013760366812;1611.1837360882405;1338.0337360882404
Инвариантное пересечение;1;LIQUID + NIAL;1;0.26850659041746716;26.850659041746717;1611.1837360882405;1338.0337360882404
Инвариантное пересечение;1;LIQUID + NIAL;1;0.26850659041746716;26.850659041746717;1611.1837360882405;1338.0337360882404
Инвариантное пересечение;1;FCC_A1 + NIAL;1;0.2541835914627513;25.418359146275133;1611.1837360882405;1338.0337360882404
Инвариантное пересечение;1;FCC_A1 + GAMMA_PRIME;1;0.21853213328644694;21.853213328644692;1611.1837360882405;1338.0337360882404
Инвариантное пересечение;1;FCC_A1 + NIAL;1;0.2541835914627513;25.418359146275133;1611.1837360882405;1338.0337360882404
